#time X Y Z
2043-09-29_01:35:29 2.715681132920922E9 1.0276641691519407E9 3.3841056181931844E9
2043-11-28_05:09:05 2.7356176059552407E9 1.0362818901469434E9 3.3654119647109537E9
2044-01-27_09:42:41 2.755417789987038E9 1.0448485691412694E9 3.346606757874464E9
2044-03-27_15:16:17 2.775116564205793E9 1.053376789101596E9 3.327655501269095E9
2044-05-26_19:49:53 2.794741484126597E9 1.0618783073171242E9 3.3085330158404713E9
2044-07-26_00:23:29 2.8142278848394647E9 1.0703267201637903E9 3.289299792177449E9
2044-09-24_04:57:05 2.8336203395580945E9 1.0787399888794682E9 3.269917389518764E9
2044-11-23_08:30:41 2.852887412282694E9 1.087105118959423E9 3.2504113681193666E9
2045-01-22_13:04:17 2.8720213535850496E9 1.0954185879945207E9 3.2307856982288237E9
2045-03-23_17:37:53 2.891075695288319E9 1.1037044356736019E9 3.2109919409477477E9
2045-05-22_23:11:29 2.9100007060276284E9 1.111939406611939E9 3.191075904431918E9
2045-07-22_03:45:05 2.9288180708031573E9 1.120133281269538E9 3.1710185420374603E9
2045-09-20_08:18:41 2.947523934050753E9 1.1282871793695574E9 3.150817570892779E9
2045-11-19_11:52:17 2.966098729527226E9 1.1363883230382318E9 3.1304969096626887E9
2046-01-18_16:25:53 2.984556170621341E9 1.1444474296431346E9 3.1100410836879883E9
2046-03-19_20:59:29 3.0028859650098214E9 1.1524542304917805E9 3.0894595834106636E9
2046-05-19_02:33:05 3.0210977478054748E9 1.1604161674407034E9 3.0687378519602513E9
2046-07-18_07:06:41 3.0392128994118676E9 1.16834605411955E9 3.0478564649317384E9
2046-09-16_11:40:17 3.0571788612426825E9 1.1762135310850506E9 3.026872802685224E9
2046-11-15_15:13:53 3.0750314381731052E9 1.1840421417192996E9 3.005743476834512E9
2047-01-14_19:47:29 3.092726701014188E9 1.1918045819589224E9 2.984521249636291E9
2047-03-16_00:21:05 3.1103120549943886E9 1.1995251865571122E9 2.9631499159930406E9
2047-05-15_05:54:41 3.1277790763716974E9 1.2072062486422775E9 2.9416350774750037E9
2047-07-14_10:28:17 3.14511049455624E9 1.2148286094730191E9 2.920002113741571E9
2047-09-12_15:01:53 3.1623025355083675E9 1.2223968115609326E9 2.8982530264848866E9
2047-11-11_18:35:29 3.179374484954506E9 1.2299256955763931E9 2.8763637607343826E9
2048-01-10_23:09:05 3.19628508804761E9 1.2373839323855655E9 2.854389469162825E9
2048-03-11_03:42:41 3.213091778602205E9 1.2448102988262494E9 2.8322484258217716E9
2048-05-10_09:16:17 3.2297404885848436E9 1.2521670875222387E9 2.810019473440481E9
2048-07-09_13:49:53 3.2462706714116225E9 1.2594782658867261E9 2.7876496863761287E9
2048-09-07_18:23:29 3.2626605412961154E9 1.2667431925940585E9 2.7651619504118404E9
2048-11-06_21:57:05 3.2788980419411926E9 1.2739391957536569E9 2.742583079439806E9
2049-01-06_02:30:41 3.295003319539461E9 1.2810931278841147E9 2.7198737723102098E9
2049-03-07_07:04:17 3.3109616388476615E9 1.2881803943628342E9 2.6970671004092383E9
2049-05-06_12:37:53 3.326778936401974E9 1.2952122967859383E9 2.674149836020821E9
2049-07-05_17:11:29 3.342482741203196E9 1.3022107576636896E9 2.6510762559845815E9
2049-09-03_21:45:05 3.358016841097949E9 1.3091313275222948E9 2.6279427297803025E9
2049-11-03_01:18:41 3.3734218718427734E9 1.316012846832017E9 2.604676487904227E9
2050-01-02_05:52:17 3.3886645287262607E9 1.3228190462063866E9 2.5813378111505704E9
2050-03-03_10:25:53 3.403770920412489E9 1.3295713860059795E9 2.5578892867920322E9
2050-05-02_15:59:29 3.4187485833973823E9 1.3362859403139343E9 2.5343033291472726E9
2050-07-01_20:33:05 3.4335766639449263E9 1.3429294988525465E9 2.5106325502388883E9
2050-08-31_01:06:41 3.448250909021575E9 1.3495118564166436E9 2.4868802291986866E9
2050-10-30_04:40:17 3.4627957701153193E9 1.356056805578149E9 2.4629958121948647E9
2050-12-29_09:13:53 3.477171848433224E9 1.3625214025271144E9 2.4390628644781156E9
2051-02-27_13:47:29 3.491422165402744E9 1.3689507473253505E9 2.4149906158783875E9
2051-04-28_19:21:05 3.5055191495590262E9 1.37530593056589E9 2.390842401558566E9
2051-06-27_23:54:41 3.5194782211193857E9 1.3816063152792397E9 2.366593618055269E9
2051-08-27_04:28:17 3.5332894739475436E9 1.3878635391571107E9 2.342241415236931E9
2051-10-26_09:01:53 3.5469522569415145E9 1.3940468767532935E9 2.3178160116821914E9
2051-12-25_12:35:29 3.5604713474652433E9 1.4001892466081939E9 2.2932828147868977E9
2052-02-23_17:09:05 3.5738263525034037E9 1.4062504256034775E9 2.268702145529313E9
2052-04-23_22:42:41 3.587049094298706E9 1.4122599018465865E9 2.2440081330670323E9
2052-06-23_03:16:17 3.6001363525379376E9 1.4182328475009067E9 2.2191917538157744E9
2052-08-22_07:49:53 3.6130658053513193E9 1.4241259945772026E9 2.1943272407554474E9
2052-10-21_12:23:29 3.6258431353640203E9 1.4299586603432536E9 2.169383198879077E9
2052-12-20_15:57:05 3.6384796193529787E9 1.4357537423125026E9 2.1443278061210957E9
2053-02-18_20:30:41 3.6509594820344315E9 1.441468719539471E9 2.1192255419111514E9
2053-04-20_02:04:17 3.663300712958767E9 1.4471471791829243E9 2.0940053312613692E9
2053-06-19_06:37:53 3.6754957711441827E9 1.4527496081547453E9 2.06871198575214E9
2053-08-18_11:11:29 3.6875400258409953E9 1.4582921588621042E9 2.0433479573171623E9
2053-10-17_15:45:05 3.6994371288328166E9 1.4637958355023015E9 2.017884614699921E9
2053-12-16_19:18:41 3.711183225357652E9 1.469219701318842E9 1.9923708865768266E9
2054-02-14_23:52:17 3.7227788916357007E9 1.474603990629142E9 1.966758584353685E9
2054-04-16_05:25:53 3.734223198588171E9 1.479908524596138E9 1.9410856981146429E9
2054-06-15_09:59:29 3.7455341045218406E9 1.4851602994544578E9 1.9153117515849676E9
2054-08-14_14:33:05 3.7566858940823092E9 1.4903697318046987E9 1.8894612245009165E9
2054-10-13_19:06:41 3.7676881424332037E9 1.4954980144209218E9 1.8635626248106997E9
2054-12-12_22:40:17 3.7785391790833135E9 1.5005667942898674E9 1.8375785395494018E9
2055-02-11_03:13:53 3.7892349262771406E9 1.5055956687677808E9 1.811519369313998E9
2055-04-12_08:47:29 3.799787501828288E9 1.5105457088606443E9 1.7853973242619298E9
2055-06-11_13:21:05 3.810198240327168E9 1.515462001860832E9 1.7591478441698542E9
2055-08-10_17:54:41 3.82044366171202E9 1.5202899113968852E9 1.7328802669483595E9
2055-10-09_22:28:17 3.8305442178067493E9 1.52506007100927E9 1.706541683779039E9
2055-12-09_02:01:53 3.840493779681958E9 1.5297941117995088E9 1.680095214483618E9
2056-02-07_06:35:29 3.850283242280189E9 1.534439654305015E9 1.653633924149181E9
2056-04-07_12:09:05 3.8599253972822824E9 1.5390519818454828E9 1.6270472353346019E9
2056-06-06_16:42:41 3.8694181022812123E9 1.5435805099614055E9 1.6004074704773045E9
